Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2017,6,26,21,30,28.7,0.4,0.229,0.67,0,0,0,0,0,-0.2,0,0,0,0,0.296,15.35,107.52,0.93,0.14,957,1.5,38,4.6,,,,,,,,,,,,,,,,,,
2017,6,26,22,30,27.3,0.44,0.201,0.67,0,0,0,0,0,0.3,0,0,0,0,0.296,17.26,117.12,0.93,0.14,958,1.5,43,4.1,,,,,,,,,,,,,,,,,,
2017,6,26,23,30,25.9,0.46,0.191,0.67,0,0,0,0,0,1.7,0,0,0,0,0.296,20.68,124.56,0.93,0.14,958,1.5,45,4.1,,,,,,,,,,,,,,,,,,
2017,6,27,0,30,24.7,0.46,0.194,0.67,0,0,0,0,0,3.6,0,0,0,0,0.295,25.37,128.89,0.93,0.14,958,1.5,43,4,,,,,,,,,,,,,,,,,,
2017,6,27,1,30,23.7,0.47,0.199,0.67,0,0,0,0,0,5.5,0,0,0,0,0.294,30.85,129.3,0.93,0.14,958,1.5,38,3.8,,,,,,,,,,,,,,,,,,
2017,6,27,2,30,22.8,0.49,0.2,0.67,0,0,0,0,0,7,0,0,0,0,0.294,36.21,125.7,0.93,0.14,958,1.5,33,3.4,,,,,,,,,,,,,,,,,,
2017,6,27,3,30,22,0.52,0.192,0.67,0,0,0,0,0,8,0,0,0,0,0.294,40.49,118.79,0.93,0.14,958,1.5,28,3.1,,,,,,,,,,,,,,,,,,
2017,6,27,4,30,21.3,0.55,0.179,0.67,0,0,0,0,0,8.4,0,0,0,0,0.293,43.51,109.55,0.93,0.14,958,1.4,25,2.7,,,,,,,,,,,,,,,,,,
2017,6,27,5,30,20.9,0.6,0.162,0.67,0,0,0,0,0,8.6,0,0,0,0,0.293,45.12,98.78,0.93,0.14,958,1.3,21,2.7,,,,,,,,,,,,,,,,,,
2017,6,27,6,30,21.9,0.66,0.145,0.67,23,94,28,0,0,8.6,23,94,0,28,0.292,42.62,86.81,0.93,0.14,958,1.2,19,3.3,,,,,,,,,,,,,,,,,,
2017,6,27,7,30,24.8,0.71,0.131,0.67,74,529,214,0,0,8.5,74,529,0,214,0.292,35.55,74.55,0.93,0.14,959,1.1,28,3.6,,,,,,,,,,,,,,,,,,
2017,6,27,8,30,28.6,0.73,0.121,0.67,97,730,443,0,0,7.7,97,730,0,443,0.291,26.88,61.74,0.93,0.14,959,1.1,46,3.9,,,,,,,,,,,,,,,,,,
2017,6,27,9,30,31.1,0.72,0.116,0.67,111,832,661,0,0,6.3,111,832,0,661,0.29,21.2,48.63,0.93,0.14,959,1.1,46,3.6,,,,,,,,,,,,,,,,,,
2017,6,27,10,30,33.1,0.71,0.114,0.67,121,888,845,0,0,4.9,121,888,0,845,0.288,17.14,35.35,0.92,0.14,959,1.1,43,3.5,,,,,,,,,,,,,,,,,,
2017,6,27,11,30,34.8,0.7,0.114,0.67,128,919,979,0,0,3.6,128,919,0,979,0.288,14.25,22,0.92,0.14,958,1.1,40,3.5,,,,,,,,,,,,,,,,,,
2017,6,27,12,30,36.1,0.68,0.116,0.67,132,932,1053,0,0,2.6,132,932,0,1053,0.287,12.37,8.96,0.92,0.14,958,1.1,40,3.6,,,,,,,,,,,,,,,,,,
2017,6,27,13,30,37.1,0.66,0.119,0.67,134,927,1055,0,0,2,134,927,0,1055,0.287,11.22,6.59,0.92,0.14,957,1.2,40,4,,,,,,,,,,,,,,,,,,
2017,6,27,14,30,37.5,0.63,0.123,0.67,134,911,994,0,0,1.8,134,911,0,994,0.287,10.82,19.34,0.92,0.14,957,1.2,40,4.4,,,,,,,,,,,,,,,,,,
2017,6,27,15,30,37.4,0.6,0.13,0.67,131,874,866,0,0,2,131,874,0,866,0.287,11.02,32.67,0.92,0.14,956,1.3,40,4.8,,,,,,,,,,,,,,,,,,
2017,6,27,16,30,36.8,0.57,0.14,0.67,125,810,687,0,0,2.6,125,810,0,687,0.288,11.83,45.98,0.92,0.14,956,1.4,40,5.2,,,,,,,,,,,,,,,,,,
2017,6,27,17,30,35.6,0.55,0.15,0.67,113,705,474,0,0,3.4,113,705,0,474,0.288,13.41,59.13,0.93,0.14,956,1.5,40,5.5,,,,,,,,,,,,,,,,,,
2017,6,27,18,30,33.8,0.55,0.158,0.67,88,523,249,0,0,4.3,88,523,0,249,0.288,15.78,72.02,0.93,0.14,956,1.5,41,5.2,,,,,,,,,,,,,,,,,,
2017,6,27,19,30,31.6,0.58,0.161,0.67,37,166,53,0,0,5.1,37,166,0,53,0.289,18.87,84.44,0.93,0.14,957,1.6,43,4.2,,,,,,,,,,,,,,,,,,
2017,6,27,20,30,29.9,0.62,0.156,0.67,0,0,0,0,0,5.7,0,0,0,0,0.29,21.75,96.5,0.93,0.14,957,1.6,44,3.8,,,,,,,,,,,,,,,,,,
2017,6,27,21,30,28.8,0.67,0.153,0.67,0,0,0,0,0,6.2,0,0,0,0,0.29,23.95,107.51,0.93,0.14,958,1.6,44,3.8,,,,,,,,,,,,,,,,,,
2017,6,27,22,30,27.8,0.69,0.155,0.67,0,0,0,0,0,6.5,0,0,0,0,0.29,25.92,117.12,0.93,0.14,958,1.6,43,3.8,,,,,,,,,,,,,,,,,,
2017,6,27,23,30,26.9,0.68,0.164,0.67,0,0,0,0,0,6.6,0,0,0,0,0.288,27.5,124.58,0.93,0.14,958,1.6,42,3.8,,,,,,,,,,,,,,,,,,
2017,6,28,0,30,25.9,0.66,0.175,0.67,0,0,0,0,0,6.4,0,0,0,0,0.287,28.84,128.92,0.93,0.14,958,1.6,41,3.8,,,,,,,,,,,,,,,,,,
2017,6,28,1,30,25,0.63,0.187,0.67,0,0,0,0,0,6,0,0,0,0,0.286,29.6,129.35,0.93,0.14,958,1.6,40,3.6,,,,,,,,,,,,,,,,,,
2017,6,28,2,30,24.1,0.6,0.197,0.67,0,0,0,0,0,5.5,0,0,0,0,0.284,30.09,125.75,0.93,0.14,958,1.6,41,3.3,,,,,,,,,,,,,,,,,,
2017,6,28,3,30,23.3,0.58,0.207,0.67,0,0,0,0,0,5,0,0,0,0,0.283,30.61,118.85,0.93,0.14,958,1.6,42,2.9,,,,,,,,,,,,,,,,,,
2017,6,28,4,30,22.5,0.57,0.213,0.67,0,0,0,0,0,4.8,0,0,0,0,0.281,31.69,109.61,0.93,0.14,958,1.6,44,2.4,,,,,,,,,,,,,,,,,,
2017,6,28,5,30,22.2,0.58,0.214,0.67,0,0,0,0,0,4.8,0,0,0,0,0.279,32.19,98.84,0.93,0.14,958,1.6,43,2.2,,,,,,,,,,,,,,,,,,
2017,6,28,6,30,23.4,0.59,0.211,0.67,21,43,24,0,0,4.8,21,43,0,24,0.278,30.02,86.87,0.93,0.14,958,1.6,40,2.8,,,,,,,,,,,,,,,,,,
2017,6,28,7,30,26.3,0.61,0.207,0.67,89,413,199,0,0,4.9,89,413,0,199,0.278,25.32,74.61,0.93,0.14,958,1.6,42,3.2,,,,,,,,,,,,,,,,,,
2017,6,28,8,30,30.5,0.62,0.202,0.67,124,623,419,0,0,5.7,124,623,0,419,0.278,21.04,61.8,0.93,0.14,959,1.6,59,3.4,,,,,,,,,,,,,,,,,,
2017,6,28,9,30,33.2,0.63,0.198,0.67,145,738,633,0,0,6.4,145,738,0,633,0.279,18.95,48.69,0.93,0.14,958,1.6,72,3.4,,,,,,,,,,,,,,,,,,
2017,6,28,10,30,34.9,0.63,0.195,0.67,159,805,815,0,0,6.4,159,805,0,815,0.279,17.16,35.4,0.93,0.14,958,1.6,80,3.3,,,,,,,,,,,,,,,,,,
2017,6,28,11,30,36.2,0.64,0.191,0.67,166,844,949,0,0,6,166,844,0,949,0.28,15.52,22.06,0.93,0.14,958,1.6,84,3.3,,,,,,,,,,,,,,,,,,
2017,6,28,12,30,37.3,0.64,0.189,0.67,170,863,1022,0,0,5.4,170,863,0,1022,0.281,14.1,9.03,0.93,0.14,957,1.6,86,3.4,,,,,,,,,,,,,,,,,,
2017,6,28,13,30,38.1,0.66,0.186,0.67,168,867,1030,0,0,5,168,867,0,1030,0.282,13.05,6.58,0.93,0.14,957,1.6,85,3.5,,,,,,,,,,,,,,,,,,
2017,6,28,14,30,38.4,0.67,0.182,0.67,161,857,970,0,0,4.5,161,857,0,970,0.282,12.44,19.3,0.92,0.14,956,1.6,83,3.7,,,,,,,,,,,,,,,,,,
2017,6,28,15,30,38.4,0.69,0.177,0.67,151,830,850,0,0,4.1,151,830,0,850,0.283,12.12,32.64,0.92,0.14,956,1.6,80,3.9,,,,,,,,,,,,,,,,,,
2017,6,28,16,30,37.9,0.72,0.171,0.67,135,781,678,0,0,3.8,135,781,0,678,0.284,12.17,45.95,0.92,0.14,955,1.6,77,4.1,,,,,,,,,,,,,,,,,,
2017,6,28,17,30,36.9,0.74,0.165,0.67,115,694,471,0,0,3.5,115,694,0,471,0.283,12.62,59.1,0.92,0.14,955,1.6,74,4.2,,,,,,,,,,,,,,,,,,
2017,6,28,18,30,35.3,0.76,0.157,0.67,85,537,251,0,0,3.3,85,537,0,251,0.282,13.56,71.99,0.92,0.14,956,1.5,73,3.9,,,,,,,,,,,,,,,,,,
2017,6,28,19,30,32.6,0.79,0.147,0.67,36,201,55,0,0,3.2,36,201,0,55,0.281,15.62,84.42,0.92,0.14,956,1.5,74,2.7,,,,,,,,,,,,,,,,,,
2017,6,28,20,30,30.6,0.82,0.136,0.67,0,0,0,0,0,3.1,0,0,0,0,0.281,17.4,96.48,0.92,0.14,957,1.4,73,2.5,,,,,,,,,,,,,,,,,,
2017,6,28,21,30,29.3,0.86,0.125,0.67,0,0,0,0,0,2.9,0,0,0,0,0.282,18.47,107.51,0.92,0.14,957,1.3,73,2.4,,,,,,,,,,,,,,,,,,
2017,6,28,22,30,28.1,0.88,0.116,0.67,0,0,0,0,0,2.6,0,0,0,0,0.282,19.46,117.13,0.92,0.14,958,1.3,73,2.1,,,,,,,,,,,,,,,,,,
2017,6,28,23,30,27,0.9,0.11,0.67,0,0,0,0,0,2.4,0,0,0,0,0.282,20.43,124.6,0.92,0.14,958,1.2,74,1.9,,,,,,,,,,,,,,,,,,
2017,6,29,0,30,26.1,0.91,0.105,0.67,0,0,0,0,0,2.3,0,0,0,0,0.281,21.32,128.96,0.92,0.14,957,1.2,75,1.6,,,,,,,,,,,,,,,,,,
2017,6,29,1,30,25.2,0.91,0.102,0.67,0,0,0,0,0,2.2,0,0,0,0,0.281,22.39,129.4,0.92,0.14,957,1.1,76,1.5,,,,,,,,,,,,,,,,,,
2017,6,29,2,30,24.6,0.92,0.101,0.67,0,0,0,0,0,2.2,0,0,0,0,0.281,23.18,125.82,0.92,0.14,957,1.1,76,1.4,,,,,,,,,,,,,,,,,,
2017,6,29,3,30,24,0.92,0.1,0.67,0,0,0,0,0,2.2,0,0,0,0,0.281,24.06,118.92,0.92,0.14,957,1.1,76,1.3,,,,,,,,,,,,,,,,,,
2017,6,29,4,30,23.5,0.91,0.1,0.67,0,0,0,0,0,2.3,0,0,0,0,0.282,24.86,109.68,0.92,0.14,957,1.1,76,1.3,,,,,,,,,,,,,,,,,,
2017,6,29,5,30,23.4,0.91,0.101,0.67,0,0,0,0,0,2.3,0,0,0,0,0.282,25.17,98.91,0.92,0.14,958,1.1,75,1.2,,,,,,,,,,,,,,,,,,
2017,6,29,6,30,24.8,0.89,0.103,0.67,21,152,29,0,0,2.5,21,152,0,29,0.282,23.32,86.93,0.92,0.14,958,1.1,74,1.4,,,,,,,,,,,,,,,,,,
2017,6,29,7,30,28,0.88,0.105,0.67,66,573,217,0,0,2.6,66,573,0,217,0.283,19.52,74.67,0.92,0.14,958,1.1,77,2.3,,,,,,,,,,,,,,,,,,
2017,6,29,8,30,31.7,0.86,0.107,0.67,90,750,444,0,0,2.7,90,750,0,444,0.284,15.9,61.86,0.92,0.14,959,1.1,88,2.7,,,,,,,,,,,,,,,,,,
2017,6,29,9,30,35,0.83,0.11,0.67,107,840,661,0,0,2.3,107,840,0,661,0.284,12.85,48.75,0.92,0.14,959,1.1,98,3.2,,,,,,,,,,,,,,,,,,
2017,6,29,10,30,36.6,0.8,0.113,0.67,119,890,844,0,0,1.8,119,890,0,844,0.284,11.33,35.46,0.92,0.14,959,1.1,102,3.3,,,,,,,,,,,,,,,,,,
2017,6,29,11,30,37.8,0.78,0.115,0.67,127,919,979,0,0,1.3,127,919,0,979,0.284,10.22,22.12,0.92,0.14,958,1.1,105,3.4,,,,,,,,,,,,,,,,,,
2017,6,29,12,30,38.8,0.76,0.118,0.67,133,931,1052,0,0,0.9,133,931,0,1052,0.284,9.43,9.09,0.92,0.14,958,1.1,105,3.5,,,,,,,,,,,,,,,,,,
2017,6,29,13,30,39.4,0.74,0.121,0.67,134,927,1055,0,0,0.6,134,927,0,1055,0.284,8.91,6.58,0.92,0.14,957,1.2,104,3.6,,,,,,,,,,,,,,,,,,
2017,6,29,14,30,39.7,0.73,0.123,0.67,133,913,995,0,0,0.3,133,913,0,995,0.284,8.61,19.27,0.92,0.14,957,1.2,102,3.7,,,,,,,,,,,,,,,,,,
2017,6,29,15,30,39.6,0.71,0.126,0.67,128,883,872,0,0,0.1,128,883,0,872,0.283,8.52,32.6,0.92,0.14,956,1.2,97,3.8,,,,,,,,,,,,,,,,,,
2017,6,29,16,30,39.1,0.7,0.128,0.67,118,831,696,0,0,0,118,831,0,696,0.283,8.66,45.92,0.92,0.14,956,1.2,92,3.9,,,,,,,,,,,,,,,,,,
2017,6,29,17,30,38.1,0.69,0.129,0.67,103,742,485,0,0,-0.2,103,742,0,485,0.282,9.04,59.08,0.92,0.14,956,1.2,87,4,,,,,,,,,,,,,,,,,,
2017,6,29,18,30,36.2,0.68,0.129,0.67,79,578,258,0,0,-0.4,79,578,0,258,0.283,9.91,71.97,0.92,0.14,956,1.2,84,3.7,,,,,,,,,,,,,,,,,,
2017,6,29,19,30,33.1,0.69,0.128,0.67,36,224,57,0,0,-0.3,36,224,0,57,0.283,11.82,84.41,0.92,0.14,956,1.1,81,2.5,,,,,,,,,,,,,,,,,,
2017,6,29,20,30,30.9,0.7,0.123,0.67,0,0,0,0,0,-0.3,0,0,0,0,0.284,13.44,96.48,0.92,0.14,957,1.1,80,2.4,,,,,,,,,,,,,,,,,,
2017,6,29,21,30,29.6,0.72,0.116,0.67,0,0,0,0,0,-0.3,0,0,0,0,0.285,14.44,107.51,0.92,0.14,957,1,78,2.4,,,,,,,,,,,,,,,,,,
2017,6,29,22,30,28.5,0.74,0.108,0.67,0,0,0,0,0,-0.4,0,0,0,0,0.285,15.25,117.14,0.91,0.14,958,1,78,2.2,,,,,,,,,,,,,,,,,,
2017,6,29,23,30,27.5,0.76,0.101,0.67,0,0,0,0,0,-0.6,0,0,0,0,0.285,15.97,124.63,0.91,0.14,958,0.9,78,1.9,,,,,,,,,,,,,,,,,,
2017,6,30,0,30,26.9,0.77,0.097,0.67,0,0,0,0,0,-0.8,0,0,0,0,0.284,16.3,129.01,0.91,0.14,957,0.9,78,1.6,,,,,,,,,,,,,,,,,,
2017,6,30,1,30,26.8,0.77,0.098,0.67,0,0,0,0,0,-0.9,0,0,0,0,0.282,16.21,129.46,0.92,0.14,957,1,80,1.4,,,,,,,,,,,,,,,,,,
2017,6,30,2,30,27,0.78,0.103,0.67,0,0,0,0,0,-1.1,0,0,0,0,0.282,15.88,125.89,0.92,0.14,957,1.1,80,1.3,,,,,,,,,,,,,,,,,,
2017,6,30,3,30,27.2,0.78,0.111,0.67,0,0,0,0,0,-1.2,0,0,0,0,0.281,15.59,118.99,0.92,0.14,957,1.2,77,1.1,,,,,,,,,,,,,,,,,,
2017,6,30,4,30,27,0.77,0.119,0.67,0,0,0,0,0,-1.2,0,0,0,0,0.281,15.74,109.76,0.92,0.14,957,1.2,69,1,,,,,,,,,,,,,,,,,,
2017,6,30,5,30,26.6,0.75,0.123,0.67,0,0,0,0,0,-1.1,0,0,0,0,0.282,16.19,98.98,0.92,0.14,957,1.3,55,1,,,,,,,,,,,,,,,,,,
2017,6,30,6,30,27.2,0.73,0.125,0.67,21,108,26,0,0,-1,21,108,0,26,0.283,15.82,87,0.92,0.14,957,1.3,43,1.2,,,,,,,,,,,,,,,,,,
2017,6,30,7,30,30.1,0.72,0.126,0.67,71,527,209,0,0,-0.7,71,527,0,209,0.284,13.64,74.74,0.92,0.14,958,1.3,47,2.1,,,,,,,,,,,,,,,,,,
2017,6,30,8,30,33.8,0.7,0.126,0.67,98,719,436,0,0,0.3,98,719,0,436,0.284,11.88,61.92,0.92,0.14,958,1.2,76,3.1,,,,,,,,,,,,,,,,,,
2017,6,30,9,30,36.8,0.67,0.127,0.67,115,816,653,0,0,1.3,115,816,0,653,0.285,10.83,48.81,0.92,0.14,958,1.2,91,4.3,,,,,,,,,,,,,,,,,,
2017,6,30,10,30,38.3,0.65,0.129,0.67,128,870,836,0,0,1.7,128,870,0,836,0.285,10.28,35.52,0.92,0.14,958,1.2,97,4.5,,,,,,,,,,,,,,,,,,
2017,6,30,11,30,39.4,0.63,0.131,0.67,137,901,971,0,0,1.8,137,901,0,971,0.284,9.75,22.18,0.92,0.14,957,1.2,101,4.6,,,,,,,,,,,,,,,,,,
2017,6,30,12,30,40.2,0.61,0.134,0.67,142,910,1041,0,0,1.8,142,910,0,1041,0.284,9.34,9.16,0.92,0.14,957,1.3,103,4.4,,,,,,,,,,,,,,,,,,
2017,6,30,13,30,40.7,0.6,0.135,0.67,143,911,1048,0,0,1.8,143,911,0,1048,0.284,9.07,6.58,0.92,0.14,956,1.3,104,4.3,,,,,,,,,,,,,,,,,,
2017,6,30,14,30,40.9,0.6,0.137,0.67,141,897,988,0,0,1.7,141,897,0,988,0.284,8.92,19.25,0.92,0.14,955,1.3,102,4.1,,,,,,,,,,,,,,,,,,
2017,6,30,15,30,40.8,0.6,0.138,0.67,135,867,866,0,0,1.6,135,867,0,866,0.284,8.93,32.58,0.92,0.14,955,1.3,99,4,,,,,,,,,,,,,,,,,,
2017,6,30,16,30,40.3,0.6,0.14,0.67,124,811,689,0,0,1.6,124,811,0,689,0.284,9.18,45.89,0.92,0.14,954,1.4,94,3.9,,,,,,,,,,,,,,,,,,
2017,6,30,17,30,39.3,0.59,0.141,0.67,108,720,478,0,0,1.7,108,720,0,478,0.284,9.73,59.05,0.92,0.14,954,1.4,89,3.8,,,,,,,,,,,,,,,,,,
2017,6,30,18,30,37.3,0.59,0.142,0.67,83,551,254,0,0,1.8,83,551,0,254,0.284,10.89,71.95,0.92,0.14,954,1.4,86,3.2,,,,,,,,,,,,,,,,,,
2017,6,30,19,30,34.1,0.59,0.142,0.67,36,193,55,0,0,2,36,193,0,55,0.284,13.18,84.4,0.92,0.14,954,1.4,88,1.8,,,,,,,,,,,,,,,,,,
2017,6,30,20,30,32,0.6,0.14,0.67,0,0,0,0,0,2.2,0,0,0,0,0.285,15.04,96.47,0.92,0.14,955,1.3,92,1.6,,,,,,,,,,,,,,,,,,
2017,6,30,21,30,31,0.61,0.139,0.67,0,0,0,0,0,2.3,0,0,0,0,0.285,16.09,107.51,0.92,0.14,955,1.3,94,1.5,,,,,,,,,,,,,,,,,,
2017,6,30,22,30,30.2,0.62,0.138,0.67,0,0,0,0,0,2.4,0,0,0,0,0.285,16.98,117.16,0.92,0.14,955,1.3,94,1.4,,,,,,,,,,,,,,,,,,
2017,6,30,23,30,29.7,0.63,0.14,0.67,0,0,0,0,0,2.5,0,0,0,0,0.286,17.58,124.67,0.92,0.14,955,1.3,90,1.2,,,,,,,,,,,,,,,,,,
2020,7,1,0,30,29.3,0.62,0.144,0.67,0,0,0,0,0,2.6,0,0,0,0,0.286,18.07,129.06,0.92,0.14,955,1.3,76,1.1,,,,,,,,,,,,,,,,,,
2020,7,1,1,30,28.5,0.61,0.152,0.67,0,0,0,0,0,2.7,0,0,0,0,0.285,19.04,129.53,0.92,0.14,954,1.3,53,1.1,,,,,,,,,,,,,,,,,,
2020,7,1,2,30,23.7,0.66,0.207,0.67,0,0,0,0,0,6.6,0,0,0,0,0.279,33.21,125.99,0.93,0.14,956,1.8,57,1.9,,,,,,,,,,,,,,,,,,
2020,7,1,3,30,22.9,0.64,0.21,0.67,0,0,0,1,0,7,0,0,1,0,0.278,35.9,119.1,0.93,0.14,956,1.8,48,1.7,,,,,,,,,,,,,,,,,,
2020,7,1,4,30,22.2,0.64,0.21,0.67,0,0,0,0,0,7.6,0,0,0,0,0.278,38.9,109.86,0.93,0.14,957,1.8,37,1.6,,,,,,,,,,,,,,,,,,
2020,7,1,5,30,21.9,0.66,0.206,0.67,0,0,0,1,0,8.1,0,0,1,0,0.278,41.21,99.08,0.93,0.14,957,1.7,28,1.8,,,,,,,,,,,,,,,,,,
2020,7,1,6,30,23,0.68,0.199,0.67,20,47,23,0,0,8.7,20,47,0,23,0.279,40.07,87.08,0.94,0.14,957,1.7,22,2.8,,,,,,,,,,,,,,,,,,
2020,7,1,7,30,25.8,0.72,0.19,0.67,85,433,198,0,0,9.2,85,433,0,198,0.279,35.03,74.83,0.94,0.14,958,1.7,24,3.3,,,,,,,,,,,,,,,,,,
2020,7,1,8,30,29.5,0.75,0.18,0.67,116,647,419,0,0,8.8,116,647,0,419,0.28,27.54,62.01,0.94,0.14,958,1.7,30,3.3,,,,,,,,,,,,,,,,,,
2020,7,1,9,30,32.2,0.78,0.171,0.67,133,766,637,0,0,8.1,133,766,0,637,0.28,22.45,48.89,0.94,0.14,958,1.6,25,3.1,,,,,,,,,,,,,,,,,,
2020,7,1,10,30,34.4,0.82,0.161,0.67,142,836,822,0,0,7.7,142,836,0,822,0.28,19.28,35.6,0.94,0.14,957,1.6,19,3.1,,,,,,,,,,,,,,,,,,
2020,7,1,11,30,36.1,0.85,0.149,0.67,144,882,961,0,0,7,144,882,0,961,0.281,16.8,22.26,0.94,0.14,957,1.5,18,3.4,,,,,,,,,,,,,,,,,,
2020,7,1,12,30,37.4,0.87,0.139,0.67,142,906,1036,0,0,6.1,142,906,0,1036,0.281,14.65,9.25,0.93,0.14,956,1.5,19,3.8,,,,,,,,,,,,,,,,,,
2020,7,1,13,30,38.3,0.88,0.132,0.67,139,913,1045,0,0,5,139,913,0,1045,0.281,12.97,6.58,0.93,0.14,955,1.5,21,4.4,,,,,,,,,,,,,,,,,,
2020,7,1,14,30,38.7,0.87,0.128,0.67,134,906,990,0,0,4.1,134,906,0,990,0.282,11.91,19.21,0.93,0.14,954,1.4,22,5.1,,,,,,,,,,,,,,,,,,
2020,7,1,15,30,38.6,0.82,0.128,0.67,128,878,868,0,0,3.3,128,878,0,868,0.282,11.34,32.54,0.93,0.14,954,1.4,22,5.8,,,,,,,,,,,,,,,,,,
2020,7,1,16,30,37.8,0.76,0.132,0.67,120,826,695,0,0,2.7,120,826,0,695,0.283,11.36,45.85,0.93,0.14,954,1.3,21,6.4,,,,,,,,,,,,,,,,,,
2020,7,1,17,30,36.5,0.69,0.138,0.67,106,730,482,0,0,2.3,106,730,0,482,0.283,11.84,59.02,0.92,0.14,954,1.3,21,6.7,,,,,,,,,,,,,,,,,,
2020,7,1,18,30,34.5,0.65,0.14,0.67,82,563,257,0,0,2.2,82,563,0,257,0.283,13.08,71.93,0.92,0.14,954,1.2,22,6.2,,,,,,,,,,,,,,,,,,
2020,7,1,19,30,32,0.67,0.131,0.67,36,218,57,0,0,2.4,36,218,0,57,0.283,15.27,84.38,0.92,0.14,955,1.2,26,4.8,,,,,,,,,,,,,,,,,,
2020,7,1,20,30,30,0.74,0.119,0.67,0,0,0,0,0,2.9,0,0,0,0,0.283,17.76,96.47,0.92,0.14,955,1.1,32,4.1,,,,,,,,,,,,,,,,,,
2020,7,1,21,30,28.6,0.79,0.115,0.67,0,0,0,0,0,3.6,0,0,0,0,0.282,20.17,107.52,0.92,0.14,956,1.1,36,3.9,,,,,,,,,,,,,,,,,,
2020,7,1,22,30,27.3,0.79,0.121,0.67,0,0,0,0,0,4.3,0,0,0,0,0.282,22.88,117.19,0.93,0.14,956,1.1,38,3.8,,,,,,,,,,,,,,,,,,
2020,7,1,23,30,26,0.72,0.14,0.67,0,0,0,0,0,5.1,0,0,0,0,0.281,26.19,124.72,0.93,0.14,956,1.2,39,3.9,,,,,,,,,,,,,,,,,,
2020,7,2,0,30,24.8,0.62,0.169,0.67,0,0,0,0,0,6.1,0,0,0,0,0.28,30.12,129.14,0.93,0.14,956,1.2,37,4.1,,,,,,,,,,,,,,,,,,
2020,7,2,1,30,23.7,0.57,0.191,0.67,0,0,0,0,0,7.2,0,0,0,0,0.279,34.72,129.63,0.93,0.14,956,1.3,34,4,,,,,,,,,,,,,,,,,,
2020,7,2,2,30,22.7,0.59,0.195,0.67,0,0,0,0,0,8.3,0,0,0,0,0.278,39.71,126.07,0.93,0.14,956,1.3,29,3.7,,,,,,,,,,,,,,,,,,
2020,7,2,3,30,21.9,0.67,0.185,0.67,0,0,0,0,0,9.2,0,0,0,0,0.278,44.45,119.18,0.94,0.14,956,1.3,23,3.2,,,,,,,,,,,,,,,,,,
2020,7,2,4,30,21.1,0.79,0.166,0.67,0,0,0,0,0,10,0,0,0,0,0.278,49.14,109.94,0.94,0.14,956,1.3,17,2.7,,,,,,,,,,,,,,,,,,
2020,7,2,5,30,20.7,0.93,0.144,0.67,0,0,0,0,0,10.6,0,0,0,0,0.278,52.41,99.15,0.94,0.14,956,1.3,11,2.7,,,,,,,,,,,,,,,,,,
2020,7,2,6,30,21.8,1.05,0.126,0.67,20,124,27,0,0,11,20,124,0,27,0.278,50.43,87.15,0.94,0.14,956,1.2,9,3.6,,,,,,,,,,,,,,,,,,
2020,7,2,7,30,24.7,1.14,0.113,0.67,66,566,214,0,0,10.5,66,566,0,214,0.278,40.88,74.9,0.94,0.14,957,1.1,16,4.3,,,,,,,,,,,,,,,,,,
2020,7,2,8,30,28.1,1.18,0.104,0.67,88,759,443,0,0,7.7,88,759,0,443,0.278,27.71,62.07,0.94,0.14,957,1.1,23,4.7,,,,,,,,,,,,,,,,,,
2020,7,2,9,30,30.7,1.22,0.101,0.67,102,854,662,0,0,5.4,102,854,0,662,0.278,20.32,48.95,0.94,0.14,956,1.1,24,4.8,,,,,,,,,,,,,,,,,,
2020,7,2,10,30,32.7,1.25,0.103,0.67,112,905,847,0,0,4.2,112,905,0,847,0.277,16.69,35.66,0.94,0.14,956,1.1,26,5,,,,,,,,,,,,,,,,,,
2020,7,2,11,30,34.4,1.24,0.111,0.67,123,928,982,0,0,3.8,123,928,0,982,0.277,14.74,22.32,0.94,0.14,956,1.1,27,5.2,,,,,,,,,,,,,,,,,,
2020,7,2,12,30,35.8,1.23,0.122,0.67,132,932,1051,0,0,3.9,132,932,0,1051,0.277,13.71,9.33,0.94,0.14,955,1.2,25,5.4,,,,,,,,,,,,,,,,,,
2020,7,2,13,30,36.7,1.18,0.135,0.67,139,921,1053,0,0,4,139,921,0,1053,0.276,13.2,6.59,0.94,0.14,955,1.3,24,5.6,,,,,,,,,,,,,,,,,,
2020,7,2,14,30,37.1,1.11,0.149,0.67,143,898,991,0,0,3.9,143,898,0,991,0.276,12.84,19.19,0.94,0.14,955,1.3,22,5.8,,,,,,,,,,,,,,,,,,
